;AT_Name;AT_DMG_1;AT_1_%;AT_DMG_2;AT_2_%;AT_DMG_3;AT_3_%;Berechnung 1;Berechnung 2;Berechnung 3;;;;Chakra;Naturenergie;Mana;Äther;Licht;Schatten;Aura;Zwielicht;Arceus;Triforce;Elras;Dimfr;Nahkampf;Kurz Distanz;Mittlere Distanz;Hohe Distanz;Fernkampf;Schusswaffen;CH;NE;MA;ÄT;LI;SCH;AUR;ZL;ARC;TRI;ELR;DIM;SchnW;StiW;StoW;WW;H2H;SchuW;DMG TOTAL;EN;Kategorie;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;0%;0,00%;0%;0,00%;0%;0;0%;0;0%;0;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
